Event,Stage,From,To,Type,Points
athens-2006,semi-final,bosnia-herzegovina,Sweden,Televoting,6
athens-2006,semi-final,bosnia-herzegovina,Albania,Televoting,5
athens-2006,semi-final,bosnia-herzegovina,Russia,Televoting,4
athens-2006,semi-final,bosnia-herzegovina,Ukraine,Televoting,3
athens-2006,semi-final,bosnia-herzegovina,Lithuania,Televoting,2
athens-2006,semi-final,bosnia-herzegovina,Iceland,Televoting,1
athens-2006,semi-final,bulgaria,Russia,Televoting,12
athens-2006,semi-final,bulgaria,Bosnia & Herzegovina,Televoting,10
athens-2006,semi-final,bulgaria,Armenia,Televoting,8
athens-2006,semi-final,bulgaria,Finland,Televoting,7
athens-2006,semi-final,bulgaria,Lithuania,Televoting,6
athens-2006,semi-final,bulgaria,F.Y.R. Macedonia,Televoting,5
athens-2006,semi-final,bulgaria,Sweden,Televoting,4
athens-2006,semi-final,bulgaria,Ukraine,Televoting,3
athens-2006,semi-final,bulgaria,Cyprus,Televoting,2
athens-2006,semi-final,bulgaria,Turkey,Televoting,1
athens-2006,semi-final,croatia,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,croatia,Finland,Televoting,10
athens-2006,semi-final,croatia,F.Y.R. Macedonia,Televoting,8
athens-2006,semi-final,croatia,Albania,Televoting,7
athens-2006,semi-final,croatia,Slovenia,Televoting,6
athens-2006,semi-final,croatia,Lithuania,Televoting,5
athens-2006,semi-final,croatia,Sweden,Televoting,4
athens-2006,semi-final,croatia,Russia,Televoting,3
athens-2006,semi-final,croatia,Ukraine,Televoting,2
athens-2006,semi-final,croatia,Iceland,Televoting,1
athens-2006,semi-final,cyprus,Armenia,Televoting,12
athens-2006,semi-final,cyprus,Russia,Televoting,10
athens-2006,semi-final,cyprus,Bulgaria,Televoting,8
athens-2006,semi-final,cyprus,Finland,Televoting,7
athens-2006,semi-final,cyprus,Ukraine,Televoting,6
athens-2006,semi-final,cyprus,Bosnia & Herzegovina,Televoting,5
athens-2006,semi-final,cyprus,Lithuania,Televoting,4
athens-2006,semi-final,cyprus,The Netherlands,Televoting,3
athens-2006,semi-final,cyprus,Sweden,Televoting,2
athens-2006,semi-final,cyprus,Belgium,Televoting,1
athens-2006,semi-final,denmark,Sweden,Televoting,12
athens-2006,semi-final,denmark,Finland,Televoting,10
athens-2006,semi-final,denmark,Bosnia & Herzegovina,Televoting,8
athens-2006,semi-final,denmark,Iceland,Televoting,7
athens-2006,semi-final,denmark,Turkey,Televoting,6
athens-2006,semi-final,denmark,Ireland,Televoting,5
athens-2006,semi-final,denmark,Lithuania,Televoting,4
athens-2006,semi-final,denmark,Belgium,Televoting,3
athens-2006,semi-final,denmark,Estonia,Televoting,2
athens-2006,semi-final,denmark,Russia,Televoting,1
athens-2006,semi-final,estonia,Finland,Televoting,12
athens-2006,semi-final,estonia,Russia,Televoting,10
athens-2006,semi-final,estonia,Lithuania,Televoting,8
athens-2006,semi-final,estonia,Sweden,Televoting,7
athens-2006,semi-final,estonia,Ireland,Televoting,6
athens-2006,semi-final,estonia,Iceland,Televoting,5
athens-2006,semi-final,estonia,Ukraine,Televoting,4
athens-2006,semi-final,estonia,Belgium,Televoting,3
athens-2006,semi-final,estonia,Monaco,Televoting,2
athens-2006,semi-final,estonia,Bosnia & Herzegovina,Televoting,1
athens-2006,semi-final,f-y-r-macedonia,Albania,Televoting,12
athens-2006,semi-final,f-y-r-macedonia,Bosnia & Herzegovina,Televoting,10
athens-2006,semi-final,f-y-r-macedonia,Turkey,Televoting,8
athens-2006,semi-final,f-y-r-macedonia,Finland,Televoting,7
athens-2006,semi-final,f-y-r-macedonia,Bulgaria,Televoting,6
athens-2006,semi-final,f-y-r-macedonia,Russia,Televoting,5
athens-2006,semi-final,f-y-r-macedonia,Lithuania,Televoting,4
athens-2006,semi-final,f-y-r-macedonia,Slovenia,Televoting,3
athens-2006,semi-final,f-y-r-macedonia,Ukraine,Televoting,2
athens-2006,semi-final,f-y-r-macedonia,Sweden,Televoting,1
athens-2006,semi-final,finland,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,finland,Sweden,Televoting,10
athens-2006,semi-final,finland,Lithuania,Televoting,8
athens-2006,semi-final,finland,Iceland,Televoting,7
athens-2006,semi-final,finland,Russia,Televoting,6
athens-2006,semi-final,finland,Estonia,Televoting,5
athens-2006,semi-final,finland,Ireland,Televoting,4
athens-2006,semi-final,finland,Belgium,Televoting,3
athens-2006,semi-final,finland,Ukraine,Televoting,2
athens-2006,semi-final,finland,Slovenia,Televoting,1
athens-2006,semi-final,france,Armenia,Televoting,12
athens-2006,semi-final,france,Turkey,Televoting,10
athens-2006,semi-final,france,Monaco,Televoting,8
athens-2006,semi-final,france,Portugal,Televoting,7
athens-2006,semi-final,france,Bosnia & Herzegovina,Televoting,6
athens-2006,semi-final,france,Finland,Televoting,5
athens-2006,semi-final,france,Bulgaria,Televoting,4
athens-2006,semi-final,france,Belgium,Televoting,3
athens-2006,semi-final,france,Poland,Televoting,2
athens-2006,semi-final,france,Iceland,Televoting,1
athens-2006,semi-final,germany,Finland,Televoting,12
athens-2006,semi-final,germany,Bosnia & Herzegovina,Televoting,10
athens-2006,semi-final,germany,Turkey,Televoting,8
athens-2006,semi-final,germany,Armenia,Televoting,7
athens-2006,semi-final,germany,Poland,Televoting,6
athens-2006,semi-final,germany,Russia,Televoting,5
athens-2006,semi-final,germany,Sweden,Televoting,4
athens-2006,semi-final,germany,Albania,Televoting,3
athens-2006,semi-final,germany,Cyprus,Televoting,2
athens-2006,semi-final,germany,Lithuania,Televoting,1
athens-2006,semi-final,greece,Cyprus,Televoting,12
athens-2006,semi-final,greece,Armenia,Televoting,10
athens-2006,semi-final,greece,Finland,Televoting,8
athens-2006,semi-final,greece,Albania,Televoting,7
athens-2006,semi-final,greece,Bosnia & Herzegovina,Televoting,6
athens-2006,semi-final,greece,Russia,Televoting,5
athens-2006,semi-final,greece,Ukraine,Televoting,4
athens-2006,semi-final,greece,Bulgaria,Televoting,3
athens-2006,semi-final,greece,Poland,Televoting,2
athens-2006,semi-final,greece,Lithuania,Televoting,1
athens-2006,semi-final,iceland,Finland,Televoting,12
athens-2006,semi-final,iceland,Sweden,Televoting,10
athens-2006,semi-final,iceland,Lithuania,Televoting,8
athens-2006,semi-final,iceland,Bosnia & Herzegovina,Televoting,7
athens-2006,semi-final,iceland,Russia,Televoting,6
athens-2006,semi-final,iceland,Ukraine,Televoting,5
athens-2006,semi-final,iceland,Belgium,Televoting,4
athens-2006,semi-final,iceland,Poland,Televoting,3
athens-2006,semi-final,iceland,Ireland,Televoting,2
athens-2006,semi-final,iceland,The Netherlands,Televoting,1
athens-2006,semi-final,ireland,Lithuania,Televoting,12
athens-2006,semi-final,ireland,Finland,Televoting,10
athens-2006,semi-final,ireland,Sweden,Televoting,8
athens-2006,semi-final,ireland,Poland,Televoting,7
athens-2006,semi-final,ireland,Bosnia & Herzegovina,Televoting,6
athens-2006,semi-final,ireland,Belgium,Televoting,5
athens-2006,semi-final,ireland,Russia,Televoting,4
athens-2006,semi-final,ireland,Ukraine,Televoting,3
athens-2006,semi-final,ireland,Iceland,Televoting,2
athens-2006,semi-final,ireland,Estonia,Televoting,1
athens-2006,semi-final,israel,Russia,Televoting,12
athens-2006,semi-final,israel,Armenia,Televoting,10
athens-2006,semi-final,israel,Ukraine,Televoting,8
athens-2006,semi-final,israel,Finland,Televoting,7
athens-2006,semi-final,israel,Sweden,Televoting,6
athens-2006,semi-final,israel,Ireland,Televoting,5
athens-2006,semi-final,israel,Slovenia,Televoting,4
athens-2006,semi-final,israel,Turkey,Televoting,3
athens-2006,semi-final,israel,Poland,Televoting,2
athens-2006,semi-final,israel,Bosnia & Herzegovina,Televoting,1
athens-2006,semi-final,latvia,Russia,Televoting,12
athens-2006,semi-final,latvia,Lithuania,Televoting,10
athens-2006,semi-final,latvia,Finland,Televoting,8
athens-2006,semi-final,latvia,Estonia,Televoting,7
athens-2006,semi-final,latvia,Ukraine,Televoting,6
athens-2006,semi-final,latvia,Sweden,Televoting,5
athens-2006,semi-final,latvia,Ireland,Televoting,4
athens-2006,semi-final,latvia,Poland,Televoting,3
athens-2006,semi-final,latvia,Bosnia & Herzegovina,Televoting,2
athens-2006,semi-final,latvia,Iceland,Televoting,1
athens-2006,semi-final,lithuania,Russia,Televoting,12
athens-2006,semi-final,lithuania,Finland,Televoting,10
athens-2006,semi-final,lithuania,Poland,Televoting,8
athens-2006,semi-final,lithuania,Iceland,Televoting,7
athens-2006,semi-final,lithuania,Ukraine,Televoting,6
athens-2006,semi-final,lithuania,Sweden,Televoting,5
athens-2006,semi-final,lithuania,Ireland,Televoting,4
athens-2006,semi-final,lithuania,Bosnia & Herzegovina,Televoting,3
athens-2006,semi-final,lithuania,Belgium,Televoting,2
athens-2006,semi-final,lithuania,The Netherlands,Televoting,1
athens-2006,semi-final,malta,Sweden,Televoting,12
athens-2006,semi-final,malta,Finland,Televoting,10
athens-2006,semi-final,malta,Russia,Televoting,8
athens-2006,semi-final,malta,Belgium,Televoting,7
athens-2006,semi-final,malta,Ireland,Televoting,6
athens-2006,semi-final,malta,Slovenia,Televoting,5
athens-2006,semi-final,malta,Cyprus,Televoting,4
athens-2006,semi-final,malta,Ukraine,Televoting,3
athens-2006,semi-final,malta,Bosnia & Herzegovina,Televoting,2
athens-2006,semi-final,malta,Poland,Televoting,1
athens-2006,semi-final,moldova,Russia,Televoting,12
athens-2006,semi-final,moldova,Ukraine,Televoting,10
athens-2006,semi-final,moldova,Bosnia & Herzegovina,Televoting,8
athens-2006,semi-final,moldova,Sweden,Televoting,7
athens-2006,semi-final,moldova,Lithuania,Televoting,6
athens-2006,semi-final,moldova,Finland,Televoting,5
athens-2006,semi-final,moldova,Poland,Televoting,4
athens-2006,semi-final,moldova,Belarus,Televoting,3
athens-2006,semi-final,moldova,Armenia,Televoting,2
athens-2006,semi-final,moldova,Ireland,Televoting,1
athens-2006,semi-final,monaco,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,monaco,Cyprus,Televoting,10
athens-2006,semi-final,monaco,Sweden,Televoting,8
athens-2006,semi-final,monaco,Ireland,Televoting,7
athens-2006,semi-final,monaco,Belgium,Televoting,6
athens-2006,semi-final,monaco,Estonia,Televoting,5
athens-2006,semi-final,monaco,Lithuania,Televoting,4
athens-2006,semi-final,monaco,Slovenia,Televoting,3
athens-2006,semi-final,monaco,Ukraine,Televoting,2
athens-2006,semi-final,monaco,Iceland,Televoting,1
athens-2006,semi-final,norway,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,norway,Sweden,Televoting,10
athens-2006,semi-final,norway,Finland,Televoting,8
athens-2006,semi-final,norway,Iceland,Televoting,7
athens-2006,semi-final,norway,Ireland,Televoting,6
athens-2006,semi-final,norway,Lithuania,Televoting,5
athens-2006,semi-final,norway,Russia,Televoting,4
athens-2006,semi-final,norway,Albania,Televoting,3
athens-2006,semi-final,norway,Poland,Televoting,2
athens-2006,semi-final,norway,Turkey,Televoting,1
athens-2006,semi-final,poland,Finland,Televoting,12
athens-2006,semi-final,poland,Lithuania,Televoting,10
athens-2006,semi-final,poland,Russia,Televoting,8
athens-2006,semi-final,poland,Sweden,Televoting,7
athens-2006,semi-final,poland,Ukraine,Televoting,6
athens-2006,semi-final,poland,Bosnia & Herzegovina,Televoting,5
athens-2006,semi-final,poland,Belgium,Televoting,4
athens-2006,semi-final,poland,Armenia,Televoting,3
athens-2006,semi-final,poland,Ireland,Televoting,2
athens-2006,semi-final,poland,Monaco,Televoting,1
athens-2006,semi-final,portugal,Sweden,Televoting,12
athens-2006,semi-final,portugal,Ukraine,Televoting,10
athens-2006,semi-final,portugal,Finland,Televoting,8
athens-2006,semi-final,portugal,Russia,Televoting,7
athens-2006,semi-final,portugal,Bosnia & Herzegovina,Televoting,6
athens-2006,semi-final,portugal,Lithuania,Televoting,5
athens-2006,semi-final,portugal,Ireland,Televoting,4
athens-2006,semi-final,portugal,Iceland,Televoting,3
athens-2006,semi-final,portugal,Belgium,Televoting,2
athens-2006,semi-final,portugal,Bulgaria,Televoting,1
athens-2006,semi-final,romania,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,romania,Turkey,Televoting,10
athens-2006,semi-final,romania,Ukraine,Televoting,8
athens-2006,semi-final,romania,Russia,Televoting,7
athens-2006,semi-final,romania,Sweden,Televoting,6
athens-2006,semi-final,romania,Finland,Televoting,5
athens-2006,semi-final,romania,Cyprus,Televoting,4
athens-2006,semi-final,romania,Lithuania,Televoting,3
athens-2006,semi-final,romania,Armenia,Televoting,2
athens-2006,semi-final,romania,F.Y.R. Macedonia,Televoting,1
athens-2006,semi-final,russia,Armenia,Televoting,12
athens-2006,semi-final,russia,Ukraine,Televoting,10
athens-2006,semi-final,russia,Finland,Televoting,8
athens-2006,semi-final,russia,Bosnia & Herzegovina,Televoting,7
athens-2006,semi-final,russia,Belarus,Televoting,6
athens-2006,semi-final,russia,Poland,Televoting,5
athens-2006,semi-final,russia,Lithuania,Televoting,4
athens-2006,semi-final,russia,Sweden,Televoting,3
athens-2006,semi-final,russia,Albania,Televoting,2
athens-2006,semi-final,russia,Ireland,Televoting,1
athens-2006,semi-final,serbia-montenegro,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,serbia-montenegro,F.Y.R. Macedonia,Televoting,10
athens-2006,semi-final,serbia-montenegro,Finland,Televoting,8
athens-2006,semi-final,serbia-montenegro,Slovenia,Televoting,7
athens-2006,semi-final,serbia-montenegro,Russia,Televoting,6
athens-2006,semi-final,serbia-montenegro,Ukraine,Televoting,5
athens-2006,semi-final,serbia-montenegro,Sweden,Televoting,4
athens-2006,semi-final,serbia-montenegro,Lithuania,Televoting,3
athens-2006,semi-final,serbia-montenegro,Iceland,Televoting,2
athens-2006,semi-final,serbia-montenegro,Ireland,Televoting,1
athens-2006,semi-final,slovenia,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,slovenia,Finland,Televoting,10
athens-2006,semi-final,slovenia,F.Y.R. Macedonia,Televoting,8
athens-2006,semi-final,slovenia,Sweden,Televoting,7
athens-2006,semi-final,slovenia,Lithuania,Televoting,6
athens-2006,semi-final,slovenia,Belgium,Televoting,5
athens-2006,semi-final,slovenia,Russia,Televoting,4
athens-2006,semi-final,slovenia,Ireland,Televoting,3
athens-2006,semi-final,slovenia,Ukraine,Televoting,2
athens-2006,semi-final,slovenia,Albania,Televoting,1
athens-2006,semi-final,spain,Armenia,Televoting,12
athens-2006,semi-final,spain,Finland,Televoting,10
athens-2006,semi-final,spain,Andorra,Televoting,8
athens-2006,semi-final,spain,Sweden,Televoting,7
athens-2006,semi-final,spain,Iceland,Televoting,6
athens-2006,semi-final,spain,Bulgaria,Televoting,5
athens-2006,semi-final,spain,Poland,Televoting,4
athens-2006,semi-final,spain,Ukraine,Televoting,3
athens-2006,semi-final,spain,Belgium,Televoting,2
athens-2006,semi-final,spain,Bosnia & Herzegovina,Televoting,1
athens-2006,semi-final,sweden,Finland,Televoting,12
athens-2006,semi-final,sweden,Bosnia & Herzegovina,Televoting,10
athens-2006,semi-final,sweden,Estonia,Televoting,8
athens-2006,semi-final,sweden,Russia,Televoting,7
athens-2006,semi-final,sweden,Iceland,Televoting,6
athens-2006,semi-final,sweden,Belgium,Televoting,5
athens-2006,semi-final,sweden,Lithuania,Televoting,4
athens-2006,semi-final,sweden,Armenia,Televoting,3
athens-2006,semi-final,sweden,Albania,Televoting,2
athens-2006,semi-final,sweden,Ireland,Televoting,1
athens-2006,semi-final,switzerland,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,switzerland,Albania,Televoting,10
athens-2006,semi-final,switzerland,Turkey,Televoting,8
athens-2006,semi-final,switzerland,Portugal,Televoting,7
athens-2006,semi-final,switzerland,F.Y.R. Macedonia,Televoting,6
athens-2006,semi-final,switzerland,Finland,Televoting,5
athens-2006,semi-final,switzerland,Sweden,Televoting,4
athens-2006,semi-final,switzerland,Armenia,Televoting,3
athens-2006,semi-final,switzerland,Ireland,Televoting,2
athens-2006,semi-final,switzerland,Cyprus,Televoting,1
athens-2006,semi-final,the-netherlands,Armenia,Televoting,12
athens-2006,semi-final,the-netherlands,Turkey,Televoting,10
athens-2006,semi-final,the-netherlands,Bosnia & Herzegovina,Televoting,8
athens-2006,semi-final,the-netherlands,Belgium,Televoting,7
athens-2006,semi-final,the-netherlands,Finland,Televoting,6
athens-2006,semi-final,the-netherlands,Lithuania,Televoting,5
athens-2006,semi-final,the-netherlands,Sweden,Televoting,4
athens-2006,semi-final,the-netherlands,Ireland,Televoting,3
athens-2006,semi-final,the-netherlands,Poland,Televoting,2
athens-2006,semi-final,the-netherlands,Russia,Televoting,1
athens-2006,semi-final,turkey,Bosnia & Herzegovina,Televoting,12
athens-2006,semi-final,turkey,Armenia,Televoting,10
athens-2006,semi-final,turkey,F.Y.R. Macedonia,Televoting,8
athens-2006,semi-final,turkey,Ukraine,Televoting,7
athens-2006,semi-final,turkey,Finland,Televoting,6
athens-2006,semi-final,turkey,The Netherlands,Televoting,5
athens-2006,semi-final,turkey,Russia,Televoting,4
athens-2006,semi-final,turkey,Albania,Televoting,3
athens-2006,semi-final,turkey,Lithuania,Televoting,2
athens-2006,semi-final,turkey,Bulgaria,Televoting,1
athens-2006,semi-final,ukraine,Russia,Televoting,12
athens-2006,semi-final,ukraine,Poland,Televoting,10
athens-2006,semi-final,ukraine,Bosnia & Herzegovina,Televoting,8
athens-2006,semi-final,ukraine,Armenia,Televoting,7
athens-2006,semi-final,ukraine,Finland,Televoting,6
athens-2006,semi-final,ukraine,Lithuania,Televoting,5
athens-2006,semi-final,ukraine,Sweden,Televoting,4
athens-2006,semi-final,ukraine,Cyprus,Televoting,3
athens-2006,semi-final,ukraine,Slovenia,Televoting,2
athens-2006,semi-final,ukraine,Belarus,Televoting,1
athens-2006,semi-final,united-kingdom,Finland,Televoting,12
athens-2006,semi-final,united-kingdom,Lithuania,Televoting,10
athens-2006,semi-final,united-kingdom,Ireland,Televoting,8
athens-2006,semi-final,united-kingdom,Cyprus,Televoting,7
athens-2006,semi-final,united-kingdom,Sweden,Televoting,6
athens-2006,semi-final,united-kingdom,Iceland,Televoting,5
athens-2006,semi-final,united-kingdom,Bosnia & Herzegovina,Televoting,4
athens-2006,semi-final,united-kingdom,Armenia,Televoting,3
athens-2006,semi-final,united-kingdom,Albania,Televoting,2
athens-2006,semi-final,united-kingdom,Poland,Televoting,1
athens-2006,grand-final,albania,Bosnia & Herzegovina,Televoting,12
athens-2006,grand-final,albania,Sweden,Televoting,10
athens-2006,grand-final,albania,Greece,Televoting,8
athens-2006,grand-final,albania,Turkey,Televoting,7
athens-2006,grand-final,albania,Spain,Televoting,6
athens-2006,grand-final,albania,Germany,Televoting,5
athens-2006,grand-final,albania,Russia,Televoting,4
athens-2006,grand-final,albania,F.Y.R. Macedonia,Televoting,3
athens-2006,grand-final,albania,Romania,Televoting,2
athens-2006,grand-final,albania,Malta,Televoting,1
athens-2006,grand-final,andorra,Spain,Televoting,12
athens-2006,grand-final,andorra,Finland,Televoting,10
athens-2006,grand-final,andorra,Sweden,Televoting,8
athens-2006,grand-final,andorra,Lithuania,Televoting,7
athens-2006,grand-final,andorra,Russia,Televoting,6
athens-2006,grand-final,andorra,Ukraine,Televoting,5
athens-2006,grand-final,andorra,Ireland,Televoting,4
athens-2006,grand-final,andorra,Romania,Televoting,3
athens-2006,grand-final,andorra,United Kingdom,Televoting,2
athens-2006,grand-final,andorra,Greece,Televoting,1
athens-2006,grand-final,armenia,Russia,Televoting,12
athens-2006,grand-final,armenia,Ukraine,Televoting,10
athens-2006,grand-final,armenia,Greece,Televoting,8
athens-2006,grand-final,armenia,F.Y.R. Macedonia,Televoting,7
athens-2006,grand-final,armenia,Sweden,Televoting,6
athens-2006,grand-final,armenia,Bosnia & Herzegovina,Televoting,5
athens-2006,grand-final,armenia,Romania,Televoting,4
athens-2006,grand-final,armenia,Ireland,Televoting,3
athens-2006,grand-final,armenia,France,Televoting,2
athens-2006,grand-final,armenia,Norway,Televoting,1
athens-2006,grand-final,belarus,Russia,Televoting,12
athens-2006,grand-final,belarus,Ukraine,Televoting,10
athens-2006,grand-final,belarus,Armenia,Televoting,8
athens-2006,grand-final,belarus,Finland,Televoting,7
athens-2006,grand-final,belarus,Lithuania,Televoting,6
athens-2006,grand-final,belarus,Sweden,Televoting,5
athens-2006,grand-final,belarus,Bosnia & Herzegovina,Televoting,4
athens-2006,grand-final,belarus,Romania,Televoting,3
athens-2006,grand-final,belarus,Greece,Televoting,2
athens-2006,grand-final,belarus,Norway,Televoting,1
athens-2006,grand-final,belgium,Armenia,Televoting,12
athens-2006,grand-final,belgium,Greece,Televoting,10
athens-2006,grand-final,belgium,Finland,Televoting,8
athens-2006,grand-final,belgium,Turkey,Televoting,7
athens-2006,grand-final,belgium,Bosnia & Herzegovina,Televoting,6
athens-2006,grand-final,belgium,Sweden,Televoting,5
athens-2006,grand-final,belgium,Lithuania,Televoting,4
athens-2006,grand-final,belgium,Russia,Televoting,3
athens-2006,grand-final,belgium,Romania,Televoting,2
athens-2006,grand-final,belgium,Germany,Televoting,1
athens-2006,grand-final,bosnia-herzegovina,Croatia,Televoting,12
athens-2006,grand-final,bosnia-herzegovina,Turkey,Televoting,10
athens-2006,grand-final,bosnia-herzegovina,F.Y.R. Macedonia,Televoting,8
athens-2006,grand-final,bosnia-herzegovina,Finland,Televoting,7
athens-2006,grand-final,bosnia-herzegovina,Russia,Televoting,6
athens-2006,grand-final,bosnia-herzegovina,Ukraine,Televoting,5
athens-2006,grand-final,bosnia-herzegovina,Switzerland,Televoting,4
athens-2006,grand-final,bosnia-herzegovina,Sweden,Televoting,3
athens-2006,grand-final,bosnia-herzegovina,Romania,Televoting,2
athens-2006,grand-final,bosnia-herzegovina,Greece,Televoting,1
athens-2006,grand-final,bulgaria,Greece,Televoting,12
athens-2006,grand-final,bulgaria,Russia,Televoting,10
athens-2006,grand-final,bulgaria,Armenia,Televoting,8
athens-2006,grand-final,bulgaria,Bosnia & Herzegovina,Televoting,7
athens-2006,grand-final,bulgaria,F.Y.R. Macedonia,Televoting,6
athens-2006,grand-final,bulgaria,Finland,Televoting,5
athens-2006,grand-final,bulgaria,Turkey,Televoting,4
athens-2006,grand-final,bulgaria,Ukraine,Televoting,3
athens-2006,grand-final,bulgaria,Romania,Televoting,2
athens-2006,grand-final,bulgaria,Lithuania,Televoting,1
athens-2006,grand-final,croatia,Bosnia & Herzegovina,Televoting,12
athens-2006,grand-final,croatia,Finland,Televoting,10
athens-2006,grand-final,croatia,F.Y.R. Macedonia,Televoting,8
athens-2006,grand-final,croatia,Russia,Televoting,7
athens-2006,grand-final,croatia,Lithuania,Televoting,6
athens-2006,grand-final,croatia,Romania,Televoting,5
athens-2006,grand-final,croatia,Ukraine,Televoting,4
athens-2006,grand-final,croatia,Sweden,Televoting,3
athens-2006,grand-final,croatia,Ireland,Televoting,2
athens-2006,grand-final,croatia,United Kingdom,Televoting,1
athens-2006,grand-final,cyprus,Greece,Televoting,12
athens-2006,grand-final,cyprus,Romania,Televoting,10
athens-2006,grand-final,cyprus,Russia,Televoting,8
athens-2006,grand-final,cyprus,Armenia,Televoting,7
athens-2006,grand-final,cyprus,Ukraine,Televoting,6
athens-2006,grand-final,cyprus,Finland,Televoting,5
athens-2006,grand-final,cyprus,Lithuania,Televoting,4
athens-2006,grand-final,cyprus,Switzerland,Televoting,3
athens-2006,grand-final,cyprus,Bosnia & Herzegovina,Televoting,2
athens-2006,grand-final,cyprus,United Kingdom,Televoting,1
athens-2006,grand-final,denmark,Finland,Televoting,12
athens-2006,grand-final,denmark,Sweden,Televoting,10
athens-2006,grand-final,denmark,Bosnia & Herzegovina,Televoting,8
athens-2006,grand-final,denmark,Lithuania,Televoting,7
athens-2006,grand-final,denmark,Romania,Televoting,6
athens-2006,grand-final,denmark,Ireland,Televoting,5
athens-2006,grand-final,denmark,United Kingdom,Televoting,4
athens-2006,grand-final,denmark,Germany,Televoting,3
athens-2006,grand-final,denmark,Russia,Televoting,2
athens-2006,grand-final,denmark,Norway,Televoting,1
athens-2006,grand-final,estonia,Finland,Televoting,12
athens-2006,grand-final,estonia,Russia,Televoting,10
athens-2006,grand-final,estonia,Lithuania,Televoting,8
athens-2006,grand-final,estonia,Sweden,Televoting,7
athens-2006,grand-final,estonia,Ireland,Televoting,6
athens-2006,grand-final,estonia,Ukraine,Televoting,5
athens-2006,grand-final,estonia,Romania,Televoting,4
athens-2006,grand-final,estonia,Latvia,Televoting,3
athens-2006,grand-final,estonia,United Kingdom,Televoting,2
athens-2006,grand-final,estonia,Denmark,Televoting,1
athens-2006,grand-final,f-y-r-macedonia,Bosnia & Herzegovina,Televoting,12
athens-2006,grand-final,f-y-r-macedonia,Croatia,Televoting,10
athens-2006,grand-final,f-y-r-macedonia,Russia,Televoting,8
athens-2006,grand-final,f-y-r-macedonia,Greece,Televoting,7
athens-2006,grand-final,f-y-r-macedonia,Finland,Televoting,6
athens-2006,grand-final,f-y-r-macedonia,Ukraine,Televoting,5
athens-2006,grand-final,f-y-r-macedonia,Turkey,Televoting,4
athens-2006,grand-final,f-y-r-macedonia,Lithuania,Televoting,3
athens-2006,grand-final,f-y-r-macedonia,Romania,Televoting,2
athens-2006,grand-final,f-y-r-macedonia,Sweden,Televoting,1
athens-2006,grand-final,finland,Russia,Televoting,12
athens-2006,grand-final,finland,Bosnia & Herzegovina,Televoting,10
athens-2006,grand-final,finland,Lithuania,Televoting,8
athens-2006,grand-final,finland,Sweden,Televoting,7
athens-2006,grand-final,finland,Romania,Televoting,6
athens-2006,grand-final,finland,Norway,Televoting,5
athens-2006,grand-final,finland,Ireland,Televoting,4
athens-2006,grand-final,finland,Denmark,Televoting,3
athens-2006,grand-final,finland,Ukraine,Televoting,2
athens-2006,grand-final,finland,Greece,Televoting,1
athens-2006,grand-final,france,Turkey,Televoting,12
athens-2006,grand-final,france,Armenia,Televoting,10
athens-2006,grand-final,france,Finland,Televoting,8
athens-2006,grand-final,france,Romania,Televoting,7
athens-2006,grand-final,france,Bosnia & Herzegovina,Televoting,6
athens-2006,grand-final,france,Greece,Televoting,5
athens-2006,grand-final,france,Israel,Televoting,4
athens-2006,grand-final,france,Sweden,Televoting,3
athens-2006,grand-final,france,Russia,Televoting,2
athens-2006,grand-final,france,Ireland,Televoting,1
athens-2006,grand-final,germany,Turkey,Televoting,12
athens-2006,grand-final,germany,Finland,Televoting,10
athens-2006,grand-final,germany,Greece,Televoting,8
athens-2006,grand-final,germany,Bosnia & Herzegovina,Televoting,7
athens-2006,grand-final,germany,Russia,Televoting,6
athens-2006,grand-final,germany,Romania,Televoting,5
athens-2006,grand-final,germany,Ireland,Televoting,4
athens-2006,grand-final,germany,Armenia,Televoting,3
athens-2006,grand-final,germany,Croatia,Televoting,2
athens-2006,grand-final,germany,Lithuania,Televoting,1
athens-2006,grand-final,greece,Finland,Televoting,12
athens-2006,grand-final,greece,Armenia,Televoting,10
athens-2006,grand-final,greece,Russia,Televoting,8
athens-2006,grand-final,greece,Romania,Televoting,7
athens-2006,grand-final,greece,Bosnia & Herzegovina,Televoting,6
athens-2006,grand-final,greece,Ukraine,Televoting,5
athens-2006,grand-final,greece,Lithuania,Televoting,4
athens-2006,grand-final,greece,Turkey,Televoting,3
athens-2006,grand-final,greece,Norway,Televoting,2
athens-2006,grand-final,greece,Moldova,Televoting,1
athens-2006,grand-final,iceland,Finland,Televoting,12
athens-2006,grand-final,iceland,Lithuania,Televoting,10
athens-2006,grand-final,iceland,Denmark,Televoting,8
athens-2006,grand-final,iceland,Sweden,Televoting,7
athens-2006,grand-final,iceland,Ukraine,Televoting,6
